consumer_name;city;region;state;store;purchase_id;purchase_date;product_category;product_name;brand;size;color;quantity;unit_price;total_amount;payment_method;loyalty_member;salesperson
Connie Thomas MD;Tylerburgh;West;NV;Peter Millar;TX09323;20/3/2024;Polo;Under Armour Polo;Under Armour;S;Black;3;54.5;163.5;Credit Card;Yes;Sara Allen
Ryan Baker;Chaseport;Northeast;MA;PGA Tour Superstore;TX09324;21/7/2024;Pants;Ashworth Pants;Ashworth;M;White;1;127.97;127.97;Cash;Yes;Connor Gonzalez
Shannon Miller;New Alicia;Midwest;NE;Roger Dunn Golf Shops;TX09325;3/12/2024;Dress;Nike Dress;Nike;XS;White;1;83.5;83.5;Debit Card;No;Lee Moore
Kevin Barnes;West Christinachester;South;AL;Worldwide Golf Shops;TX09326;15/12/2024;Dress;Under Armour Dress;Under Armour;M;Blue;1;69.02;69.02;Gift Card;No;Alexandra Merritt
Kathryn Porter;Walshside;West;OR;Peter Millar;TX09327;3/11/2024;Polo;Peter Millar Polo;Peter Millar;XXL;Beige;1;95.2;95.2;Debit Card;Yes;Jamie Alexander
Sarah Sanders;Ginamouth;Northeast;NJ;Dick's Sporting Goods;TX09328;7/8/2024;Visor;Under Armour Visor;Under Armour;XXL;Beige;2;74.1;148.2;Gift Card;No;Alex Chan
Tracey Kline;Newmanchester;South;TX;2nd Swing Golf;TX09329;16/8/2025;Cap;Ashworth Cap;Ashworth;S;Navy;3;25.18;75.54;Gift Card;Yes;Bradley Gonzalez
Brian Jensen;North Stevenville;South;KY;Ashworth;TX09330;7/6/2025;Jacket;Original Penguin Jacket;Original Penguin;XXL;White;1;127.88;127.88;Credit Card;Yes;Katherine Klein
Gabriel Cole;Port Jodyberg;South;AR;PGA Tour Superstore;TX09331;29/5/2024;Dress;Original Penguin Dress;Original Penguin;XL;Green;3;120.87;362.61;Credit Card;No;Robert May
James Jacobs;South Aaronton;Northeast;RI;2nd Swing Golf;TX09332;4/3/2024;Dress;Under Armour Dress;Under Armour;M;Beige;3;33.62;100.86;Debit Card;Yes;Miranda Allen
Kevin Camacho;Port Cheryl;West;WY;Peter Millar;TX09333;6/2/2024;Shorts;Original Penguin Shorts;Original Penguin;S;Red;3;138.21;414.63;Credit Card;No;Adam Diaz
Benjamin Robinson;New Christy;Northeast;NH;Dick's Sporting Goods;TX09334;7/4/2025;Jacket;Nike Jacket;Nike;L;Red;2;148.17;296.34;Credit Card;Yes;Ryan Brock
Lisa Allen;Lake Michaelland;Midwest;MI;Golf Apparel Shop;TX09335;15/10/2024;Jacket;Adidas Jacket;Adidas;M;Red;1;95.54;95.54;PayPal;Yes;Jeremy Dickerson
Jocelyn Davis;Lake Shannonside;South;OK;Dick's Sporting Goods;TX09336;25/12/2023;Cap;Original Penguin Cap;Original Penguin;L;Black;4;100.45;401.8;Credit Card;Yes;Jeremy Monroe
Mark Mendez;Houseside;Midwest;WI;Carl's Golfland;TX09337;2/4/2025;Cap;Under Armour Cap;Under Armour;XL;Gray;4;116.54;466.16;Credit Card;No;Eric Lucero
Douglas Schultz;Bethanyfurt;Northeast;NJ;Golf Discount;TX09338;25/4/2024;Dress;Original Penguin Dress;Original Penguin;S;White;2;137.86;275.72;Debit Card;Yes;Amy Howard
Kristen Gutierrez;Alanmouth;West;ID;Golf Discount;TX09339;21/9/2024;Visor;Peter Millar Visor;Peter Millar;XXL;White;3;73.26;219.78;Gift Card;Yes;Blake Rose
Daniel Griffith;East Rebecca;South;LA;Golf Discount;TX09340;20/11/2024;Cap;Ashworth Cap;Ashworth;XXL;Blue;2;38.6;77.2;PayPal;Yes;Kevin Jones
Richard Russell;North David;West;AZ;Peter Millar;TX09341;19/5/2024;Cap;Nike Cap;Nike;XXL;Green;2;74.88;149.76;Gift Card;No;Andrea Foster
Amanda Bryant;North Emilyberg;South;LA;PGA Tour Superstore;TX09342;5/8/2024;Dress;Adidas Dress;Adidas;XS;Beige;2;53.41;106.82;Cash;No;John Bowman
Kenneth Lewis;Brittanyside;Northeast;ME;Carl's Golfland;TX09343;10/9/2024;Pants;Bad Birdie Pants;Bad Birdie;M;Navy;3;121.45;364.35;Gift Card;No;Phillip Webb
Nicholas Tran;North Susantown;Midwest;MO;Ashworth;TX09344;9/2/2024;Dress;Bad Birdie Dress;Bad Birdie;XXL;Black;1;109.55;109.55;Gift Card;No;John Chapman
Chris Ramirez;Longstad;Midwest;SD;Peter Millar;TX09345;1/6/2024;Cap;Nike Cap;Nike;L;Beige;3;141.89;425.67;Gift Card;Yes;Jessica Pugh
Jonathon Wood;Dominicchester;Midwest;OH;Roger Dunn Golf Shops;TX09346;29/7/2025;Polo;Peter Millar Polo;Peter Millar;L;Navy;2;93.91;187.82;PayPal;Yes;Suzanne Clark
Douglas Walters;Danielsfurt;South;MS;Ashworth;TX09347;3/6/2025;Jacket;Adidas Jacket;Adidas;L;White;2;113.31;226.62;PayPal;Yes;Jeffrey Garcia
Emily Riley DDS;Frazierland;West;WA;Carl's Golfland;TX09348;26/9/2023;Jacket;Adidas Jacket;Adidas;XL;Red;2;52.74;105.48;Credit Card;No;Tina Martinez
Gary Ramos;Lake Jose;Midwest;NE;Dick's Sporting Goods;TX09349;17/9/2024;Jacket;Under Armour Jacket;Under Armour;M;Beige;1;62.42;62.42;Debit Card;Yes;Steven Harrington
Jesse Jackson;Peterchester;Northeast;RI;Roger Dunn Golf Shops;TX09350;3/1/2025;Jacket;Nike Jacket;Nike;L;Green;2;54.18;108.36;PayPal;No;Lee Swanson
Heidi White;New Andrewview;South;VA;Bad Birdie;TX09351;16/12/2024;Shorts;Ashworth Shorts;Ashworth;XS;Black;1;89.64;89.64;PayPal;No;Tony Owens
Ashley Gutierrez;Port Catherineside;Midwest;IN;Dick's Sporting Goods;TX09352;12/1/2024;Dress;Nike Dress;Nike;XXL;Beige;3;113.53;340.59;Debit Card;Yes;Nicole Gonzalez
David Whitaker;West Daniel;South;WV;Worldwide Golf Shops;TX09353;16/5/2025;Dress;Original Penguin Dress;Original Penguin;M;Blue;1;53.02;53.02;Debit Card;Yes;Amber Mason
Cole Wood;Gardnerburgh;Midwest;SD;Bad Birdie;TX09354;20/10/2023;Jacket;Peter Millar Jacket;Peter Millar;XS;Black;2;113.42;226.84;Credit Card;No;Bridget Baker
Lori Sanchez;Christinaview;South;OK;Original Penguin;TX09355;7/1/2025;Dress;Nike Dress;Nike;XS;White;2;84.25;168.5;PayPal;No;Julie Williams
Tammy Welch;Bushstad;West;UT;Golf Galaxy;TX09356;3/10/2024;Pants;Under Armour Pants;Under Armour;XS;Black;1;119.32;119.32;Cash;Yes;Darius Peterson
Kenneth Compton;Russellview;South;OK;Worldwide Golf Shops;TX09357;27/6/2025;Polo;Peter Millar Polo;Peter Millar;M;Pink;2;39.5;79.16;Gift Card;Yes;Natalie Sexton
Mr. Andres Campbell PhD;Elizabethville;West;CO;Original Penguin;TX09358;22/4/2025;Skort;Original Penguin Skort;Original Penguin;XS;Gray;3;130.88;392.64;Credit Card;No;Brian Smith
Nancy Aguilar;South Paige;West;AZ;Worldwide Golf Shops;TX09359;9/4/2024;Shorts;Adidas Shorts;Adidas;XS;Red;2;33.32;66.64;Debit Card;Yes;Tony Fry
Ryan Chavez;Ryanhaven;West;CA;Peter Millar;TX09360;18/4/2025;Visor;Peter Millar Visor;Peter Millar;S;Red;2;85.56;171.12;Credit Card;No;Doris Buck
Heidi Martin;New David;South;WV;Golf Apparel Shop;TX09361;17/10/2023;Skort;Peter Millar Skort;Peter Millar;XL;Green;2;81.82;163.64;PayPal;Yes;John Hammond
James Sutton;Port Kristinborough;Northeast;ME;Original Penguin;TX09362;20/4/2025;Pants;Under Armour Pants;Under Armour;XS;Beige;2;103.47;206.94;PayPal;No;Joan Lindsey
Angela Jimenez;Port Jeannetown;Northeast;NY;Bad Birdie;TX09363;17/9/2024;Polo;Original Penguin Polo;Original Penguin;XS;Black;3;62.79;188.37;Credit Card;No;Robin Greene
Erin Austin;Jonathanton;West;NV;Golf Apparel Shop;TX09364;28/8/2025;Dress;Original Penguin Dress;Original Penguin;XS;Pink;1;135.66;135.66;PayPal;Yes;Elizabeth Hoffman
Tara Taylor;South Reginald;Midwest;SD;Golf Galaxy;TX09365;15/1/2024;Skort;Bad Birdie Skort;Bad Birdie;XS;Navy;3;149.81;449.43;Credit Card;Yes;Tammy Peterson
Brian Gibbs;Lemouth;South;TN;PGA Tour Superstore;TX09366;7/9/2024;Pants;Under Armour Pants;Under Armour;L;Beige;1;82.27;82.27;Gift Card;Yes;Clifford Rogers
Sophia Martinez;Port Angelicashire;South;LA;Dick's Sporting Goods;TX09367;5/4/2025;Polo;Under Armour Polo;Under Armour;XXL;Green;1;41.4;41.4;Cash;Yes;Rachel Jackson
Mrs. Adrienne Lewis;Michaelton;West;UT;2nd Swing Golf;TX09368;14/2/2025;Cap;Original Penguin Cap;Original Penguin;XL;Red;3;44.83;134.49;Gift Card;Yes;Carrie Bowman
Richard Moreno;Port Wandastad;Northeast;PA;PGA Tour Superstore;TX09369;4/6/2025;Cap;Under Armour Cap;Under Armour;XL;Black;3;100.02;300.06;Cash;No;Jane Sullivan
Angela Washington;South Angelicachester;Northeast;PA;Golf Apparel Shop;TX09370;21/12/2023;Skort;Under Armour Skort;Under Armour;S;Beige;2;94.21;188.42;Debit Card;No;Brianna Young
Debra Garcia;Lake Carmenfurt;Northeast;NY;Golf Apparel Shop;TX09371;13/8/2025;Skort;Ashworth Skort;Ashworth;XS;White;1;131.08;131.08;Credit Card;No;William Davis
Robert Miles;South Victor;South;KY;Dick's Sporting Goods;TX09372;18/3/2025;Dress;Nike Dress;Nike;XS;Blue;3;95.08;285.24;Cash;Yes;Zachary Meyer
Allison Mccann;Daniellemouth;South;NC;PGA Tour Superstore;TX09373;10/1/2025;Skort;Under Armour Skort;Under Armour;L;Black;1;56.7;56.7;Debit Card;Yes;Jimmy Peters
Diane Craig;North Edwinfort;South;KY;Roger Dunn Golf Shops;TX09374;3/6/2024;Jacket;Bad Birdie Jacket;Bad Birdie;XL;Beige;3;78.98;236.94;Gift Card;Yes;Gloria Baker
Sharon Allen;New Deborah;South;MS;Carl's Golfland;TX09375;28/4/2024;Dress;Original Penguin Dress;Original Penguin;XS;Gray;1;132.19;132.19;PayPal;No;Rhonda Gray
Joseph Murphy;West Cynthiamouth;Midwest;MI;2nd Swing Golf;TX09376;30/11/2024;Visor;Bad Birdie Visor;Bad Birdie;XL;Pink;1;131.9;131.9;PayPal;No;Dr. Angela Castillo DDS
Jared Howe;New Justin;Northeast;NJ;Dick's Sporting Goods;TX09377;28/12/2024;Visor;Under Armour Visor;Under Armour;XL;Navy;1;73.59;73.59;Gift Card;Yes;Isaiah Olson
Diane Martinez;Lake Courtneyside;South;TX;Worldwide Golf Shops;TX09378;16/2/2024;Skort;Puma Skort;Puma;XL;Black;3;149.17;447.51;Gift Card;No;Carolyn Martin
Derek Krueger;North Margaretmouth;Northeast;ME;Peter Millar;TX09379;9/1/2025;Visor;Original Penguin Visor;Original Penguin;XXL;White;1;94.51;94.51;PayPal;Yes;Heather Mack
Andrew Wilson;Anthonychester;South;WV;Original Penguin;TX09380;13/12/2023;Shorts;Puma Shorts;Puma;XS;Blue;1;148.4;148.4;Gift Card;No;Michele Thompson
John George;Port Bradleyfort;South;DE;Bad Birdie;TX09381;15/6/2024;Pants;Under Armour Pants;Under Armour;S;White;2;103.75;207.5;PayPal;Yes;Ashley Montgomery
Lisa Owens;Tammybury;Midwest;WI;2nd Swing Golf;TX09382;16/12/2023;Pants;Original Penguin Pants;Original Penguin;M;Pink;3;61.89;185.67;Cash;No;Lisa Scott
Cesar Conner;Kingmouth;West;NV;Dick's Sporting Goods;TX09383;3/2/2025;Visor;Adidas Visor;Adidas;XXL;Green;2;135.29;270.58;PayPal;Yes;Brandon Parker
William Coleman;East Corey;West;WA;Peter Millar;TX09384;21/6/2025;Jacket;Adidas Jacket;Adidas;XXL;Pink;1;106.16;106.16;Cash;Yes;Mark Collier
Thomas Brown;Lake Christinamouth;Midwest;KS;Ashworth;TX09385;28/7/2025;Polo;Peter Millar Polo;Peter Millar;S;Green;2;81.29;162.58;Debit Card;Yes;Mr. Michael Adkins
Amber Evans;Port David;Midwest;IA;Carl's Golfland;TX09386;19/4/2025;Skort;Bad Birdie Skort;Bad Birdie;XS;Green;1;61.23;61.23;PayPal;No;Johnny Stewart
Erin Barker;North Shawnton;Midwest;ND;Golf Apparel Shop;TX09387;27/8/2025;Cap;Original Penguin Cap;Original Penguin;XS;Black;3;48.46;145.38;PayPal;No;Sara Abbott PhD
Maureen Robbins;Pageport;Midwest;IA;Original Penguin;TX09388;10/1/2025;Polo;Puma Polo;Puma;S;Green;1;72.61;72.61;PayPal;No;Christopher Barry
Deanna Berry;Michaelville;Midwest;OH;Bad Birdie;TX09389;9/11/2023;Polo;Original Penguin Polo;Original Penguin;XS;Red;1;34.56;34.56;PayPal;Yes;James Davis
Daniel Powell;Hillport;South;MS;2nd Swing Golf;TX09390;16/8/2024;Jacket;Under Armour Jacket;Under Armour;L;Blue;2;57.63;115.26;PayPal;No;Mrs. Mallory Moore
Taylor Green;New Luis;Northeast;NJ;Golf Galaxy;TX09391;2/3/2025;Skort;Bad Birdie Skort;Bad Birdie;S;Navy;2;100.05;200.1;Gift Card;No;Terri Gordon
Christian Martinez;East Timothy;West;UT;2nd Swing Golf;TX09392;15/3/2025;Visor;Adidas Visor;Adidas;M;Pink;2;111.21;222.42;Gift Card;Yes;Bethany Nelson
Michael Jones;West Jeffreyville;Midwest;NE;Bad Birdie;TX09393;25/10/2024;Shorts;Peter Millar Shorts;Peter Millar;XS;Green;2;34.96;69.92;Cash;Yes;Melvin Johnson
Brian Lewis;North Lisa;South;MS;Golf Galaxy;TX09394;2/10/2024;Skort;Under Armour Skort;Under Armour;L;Black;2;124.43;248.86;Cash;Yes;Ronald Rodgers
Melvin Wagner;Lake Teresastad;Northeast;RI;Golf Apparel Shop;TX09395;4/6/2025;Jacket;Bad Birdie Jacket;Bad Birdie;S;White;2;95.34;190.68;Credit Card;No;John Moses
Alison Foster;Hamiltonberg;West;OR;Original Penguin;TX09396;27/12/2023;Cap;Adidas Cap;Adidas;S;Black;2;39.31;78.62;Debit Card;No;Tammy Medina
Kristy Armstrong;North Jenny;Midwest;IN;Dick's Sporting Goods;TX09397;7/12/2024;Cap;Puma Cap;Puma;M;Black;4;72.48;289.92;Debit Card;Yes;Sharon Miller
Matthew Hubbard;Gonzalezside;Midwest;NE;Dick's Sporting Goods;TX09398;9/10/2024;Pants;Adidas Pants;Adidas;XL;Navy;2;50.57;101.14;Gift Card;Yes;Robert Keller
Zachary Brown;North Benjaminshire;Northeast;PA;Bad Birdie;TX09399;1/9/2024;Polo;Bad Birdie Polo;Bad Birdie;XXL;Red;3;105.84;317.52;Debit Card;Yes;Jermaine Jones
Matthew Morales;Colemanborough;West;AK;PGA Tour Superstore;TX09400;1/11/2024;Polo;Ashworth Polo;Ashworth;L;Blue;2;139.07;278.14;Credit Card;No;Lauren Johnson
Jose Nguyen;Port Michaelbury;South;DC;2nd Swing Golf;TX09401;20/1/2025;Jacket;Bad Birdie Jacket;Bad Birdie;XS;Pink;3;130.08;390.24;Gift Card;Yes;Nathaniel Brown
Andrew Petty;Leonardville;Midwest;KS;Original Penguin;TX09402;25/1/2025;Polo;Under Armour Polo;Under Armour;XS;Navy;1;50.18;50.18;Credit Card;Yes;Bethany Thompson
Rhonda Riley;West Jennifer;West;OR;Golf Discount;TX09403;13/5/2025;Skort;Bad Birdie Skort;Bad Birdie;S;Pink;2;76.68;153.36;PayPal;No;Sarah Perez
Corey Wagner;Lake Tara;South;DC;Dick's Sporting Goods;TX09404;9/1/2024;Jacket;Ashworth Jacket;Ashworth;S;White;3;141.37;424.11;PayPal;Yes;Andrea Williams
Diana Kelley;North Steven;Midwest;OH;Golf Discount;TX09405;1/2/2025;Jacket;Nike Jacket;Nike;XXL;Green;2;77.72;155.44;PayPal;No;Stephanie Martin
Carlos Jones;Smithshire;South;KY;PGA Tour Superstore;TX09406;30/4/2025;Pants;Bad Birdie Pants;Bad Birdie;S;Beige;3;113.63;340.89;PayPal;No;Dr. Mary Ross
Angela Patterson;South Ruthville;West;AZ;Peter Millar;TX09407;27/6/2025;Pants;Bad Birdie Pants;Bad Birdie;M;Beige;2;98.94;197.88;PayPal;No;Mary Klein
Timothy Crosby;Michellemouth;Northeast;VT;Dick's Sporting Goods;TX09408;20/7/2025;Cap;Nike Cap;Nike;M;Navy;3;130.35;391.05;Debit Card;No;Marc Brown
Danielle Williams;Lake Johnchester;West;CA;Bad Birdie;TX09409;1/6/2025;Jacket;Nike Jacket;Nike;S;White;3;50.88;152.64;Gift Card;Yes;James Brady
Timothy Baker;Garrettfort;Midwest;IN;Roger Dunn Golf Shops;TX09410;20/3/2025;Polo;Nike Polo;Nike;XL;Black;2;133.39;266.78;PayPal;Yes;Taylor Everett
Christina Colon;Phillipchester;Midwest;OH;Golf Galaxy;TX09411;20/1/2024;Dress;Puma Dress;Puma;XXL;Navy;1;109.2;109.2;Credit Card;No;Joseph Martin
Tyler Rivera;East Steven;Midwest;KS;Golf Apparel Shop;TX09412;24/2/2024;Visor;Ashworth Visor;Ashworth;XXL;Red;1;58.39;58.39;Credit Card;Yes;Mary Harrell
Chris Ferrell;West Michael;Northeast;MA;Peter Millar;TX09413;1/12/2023;Visor;Ashworth Visor;Ashworth;XL;White;1;116.91;116.91;PayPal;No;Glenn Fletcher
Aaron Avila;Gibsonshire;Midwest;WI;Original Penguin;TX09414;9/5/2025;Jacket;Original Penguin Jacket;Original Penguin;XXL;Navy;3;126.17;378.51;PayPal;No;Cameron Frederick
Christopher Lambert;North Edwin;South;VA;Golf Discount;TX09415;18/12/2024;Dress;Bad Birdie Dress;Bad Birdie;M;Blue;1;69.6;69.6;Cash;No;Sarah Patterson
Richard Johnson;Lake Adam;South;DC;Bad Birdie;TX09416;27/1/2024;Visor;Ashworth Visor;Ashworth;S;Gray;3;140.88;422.64;Credit Card;No;Donna Henderson
Victoria Spencer;Edwardshaven;West;MT;Worldwide Golf Shops;TX09417;1/12/2024;Skort;Peter Millar Skort;Peter Millar;XL;Gray;3;136.75;410.25;Credit Card;No;Melissa Marshall
Chris Smith;Robertton;South;TN;Dick's Sporting Goods;TX09418;26/10/2024;Jacket;Peter Millar Jacket;Peter Millar;S;Green;3;95.29;285.87;PayPal;Yes;Paula Mcmillan
Jennifer Ingram;Darleneton;Northeast;PA;Carl's Golfland;TX09419;2/9/2024;Dress;Bad Birdie Dress;Bad Birdie;XL;Pink;3;81.19;243.57;Credit Card;No;Calvin Allen
Destiny Cooper;Moonbury;Northeast;MA;Peter Millar;TX09420;2/8/2024;Polo;Nike Polo;Nike;XL;Red;1;71.91;71.91;Cash;No;Gregory Alexander
Tammy Kirby;Francismouth;Midwest;WI;Golf Discount;TX09421;24/10/2023;Shorts;Under Armour Shorts;Under Armour;L;Beige;2;73.16;146.32;Debit Card;No;Barry Kent
Jeffrey Haynes;Port Jonathanstad;Midwest;KS;Golf Galaxy;TX09422;9/1/2024;Dress;Under Armour Dress;Under Armour;M;Blue;3;53.92;161.76;Credit Card;Yes;Michelle Moore
Kelly Henderson;Roberttown;South;MD;Dick's Sporting Goods;TX09423;26/8/2025;Polo;Original Penguin Polo;Original Penguin;L;Red;2;91.46;182.92;Cash;Yes;Craig Scott
Carrie Kennedy;Port Sarabury;South;GA;Bad Birdie;TX09424;13/7/2025;Dress;Ashworth Dress;Ashworth;L;Blue;2;46.79;93.58;PayPal;Yes;Joseph Jones
James Munoz;New Christinaton;South;FL;Golf Discount;TX09425;21/2/2024;Dress;Bad Birdie Dress;Bad Birdie;S;White;2;136.66;273.32;PayPal;Yes;Kendra Hoover
David Mills;Robertstad;South;LA;Carl's Golfland;TX09426;10/2/2024;Jacket;Bad Birdie Jacket;Bad Birdie;M;Red;1;91.26;91.26;Gift Card;Yes;Amy Woods
Sabrina Summers;Erinchester;West;WY;PGA Tour Superstore;TX09427;16/11/2023;Pants;Original Penguin Pants;Original Penguin;XXL;Pink;3;125.38;376.14;Cash;No;Erin Brown
Bruce Kelly;Simpsontown;South;TN;Peter Millar;TX09428;14/5/2024;Visor;Adidas Visor;Adidas;M;Pink;3;103.79;311.37;Credit Card;No;Jessica Oliver
Courtney Davila;East Kellytown;West;MT;2nd Swing Golf;TX09429;3/12/2023;Shorts;Peter Millar Shorts;Peter Millar;L;Gray;2;106.02;212.04;Cash;No;Lisa Jones
Beth Reynolds;Mosesmouth;South;MD;PGA Tour Superstore;TX09430;18/9/2025;Polo;Nike Polo;Nike;S;Gray;1;121.39;121.39;Credit Card;Yes;Megan Best
Richard Haas;Ronaldville;South;AL;Worldwide Golf Shops;TX09431;25/1/2024;Cap;Peter Millar Cap;Peter Millar;XS;Navy;3;64.09;192.27;PayPal;No;Aaron Lynch
Tonya Hernandez;Acevedomouth;West;AZ;Bad Birdie;TX09432;26/1/2024;Shorts;Peter Millar Shorts;Peter Millar;S;Blue;2;144.02;288.04;Credit Card;Yes;Kelly Harris
Steven Harris;Daniellehaven;West;UT;Golf Galaxy;TX09433;5/11/2023;Pants;Nike Pants;Nike;L;Green;1;135.57;135.57;Cash;No;Darren James
Cheryl Price;North Jerryborough;South;AL;Original Penguin;TX09434;16/11/2024;Dress;Ashworth Dress;Ashworth;L;Gray;2;126.73;253.46;Debit Card;Yes;Donna Jordan
Sarah Brown;Mercadoberg;South;FL;PGA Tour Superstore;TX09435;12/9/2025;Skort;Adidas Skort;Adidas;XL;Navy;2;133.3;266.6;Cash;Yes;Erin Patel
Sara Ferguson;North Matthew;Northeast;NH;Bad Birdie;TX09436;19/4/2024;Pants;Bad Birdie Pants;Bad Birdie;XXL;Gray;3;117.46;352.38;Cash;Yes;Justin Velasquez
Timothy Knight;Smithfurt;West;AK;PGA Tour Superstore;TX09437;7/10/2024;Cap;Bad Birdie Cap;Bad Birdie;XL;Green;3;100.22;300.66;Gift Card;Yes;Brandon Kent
Mary Juarez;Geraldstad;Northeast;ME;Golf Apparel Shop;TX09438;16/5/2025;Skort;Under Armour Skort;Under Armour;L;Beige;1;114.07;114.07;Gift Card;No;Robin Raymond
Peter Jenkins;New Sheliahaven;West;OR;Worldwide Golf Shops;TX09439;15/11/2024;Visor;Bad Birdie Visor;Bad Birdie;XL;White;3;49.47;148.41;Credit Card;No;Joshua Johnson
Luke Baker;Michelehaven;South;FL;Golf Galaxy;TX09440;31/7/2024;Shorts;Original Penguin Shorts;Original Penguin;XL;Black;3;76.79;230.37;Cash;Yes;Tina Peters
Daniel Mendoza;Whitetown;South;NC;Golf Galaxy;TX09441;14/10/2024;Skort;Original Penguin Skort;Original Penguin;XS;Black;3;109.82;329.46;Credit Card;Yes;Johnathan Lutz
Lee Moore;West Rayville;Northeast;NJ;Original Penguin;TX09442;19/3/2024;Visor;Puma Visor;Puma;M;Red;1;130.39;130.39;Gift Card;No;Cynthia Walker
Alexander Zuniga;Hernandezfort;South;GA;Original Penguin;TX09443;25/12/2023;Pants;Under Armour Pants;Under Armour;L;Black;1;71.3;71.3;Debit Card;Yes;Manuel Hoover
Linda Ward;West Davidburgh;Midwest;ND;Ashworth;TX09444;23/11/2024;Visor;Original Penguin Visor;Original Penguin;XL;Green;1;68.39;68.39;Cash;No;Elizabeth Valdez
Haley Stewart;Port Devinberg;South;DC;Golf Discount;TX09445;27/4/2025;Polo;Bad Birdie Polo;Bad Birdie;XL;Green;2;75.91;151.82;PayPal;No;Kristina Anderson
Robin Holloway;Meyerview;South;KY;Worldwide Golf Shops;TX09446;13/2/2025;Skort;Puma Skort;Puma;M;Pink;3;34.11;102.33;Cash;Yes;Melvin Gonzales
Brittany Perez;Jamesmouth;South;LA;Golf Discount;TX09447;5/4/2025;Pants;Nike Pants;Nike;XXL;Navy;1;50.77;50.77;Gift Card;No;Cynthia Chan MD
Kimberly Mitchell;Villegasview;Midwest;IN;Golf Galaxy;TX09448;10/8/2025;Pants;Ashworth Pants;Ashworth;L;Green;2;34.75;69.5;Gift Card;Yes;Karen Newman
Jenna Fox;Mariaside;South;OK;Golf Apparel Shop;TX09449;25/11/2024;Cap;Ashworth Cap;Ashworth;XL;Gray;4;76.62;306.48;Debit Card;Yes;Shannon Allen
Annette Stephenson;Dwayneton;Midwest;KS;Dick's Sporting Goods;TX09450;17/9/2025;Visor;Adidas Visor;Adidas;XXL;Pink;3;68.93;206.79;PayPal;Yes;Cindy Robertson
Jeff Gomez;West Jeffrey;Midwest;IA;Golf Galaxy;TX09451;29/8/2025;Shorts;Original Penguin Shorts;Original Penguin;XXL;Gray;1;34.95;34.95;Debit Card;Yes;Alexander Hansen
Christine Johnson;Robertstad;South;FL;Bad Birdie;TX09452;15/4/2024;Polo;Ashworth Polo;Ashworth;S;Pink;3;36.82;110.46;Debit Card;Yes;Samantha Wright
Dr. Teresa Cisneros;New Andreaborough;West;NM;2nd Swing Golf;TX09453;29/3/2025;Pants;Bad Birdie Pants;Bad Birdie;S;Green;2;35.73;71.46;Debit Card;No;Gregory Edwards
Kyle Sanchez;New Amandafurt;West;UT;Golf Apparel Shop;TX09454;21/9/2023;Pants;Puma Pants;Puma;XS;Beige;3;89.6;268.8;Credit Card;No;Jason Lopez
Jennifer Kelly;Port Christopher;West;AZ;Ashworth;TX09455;13/8/2024;Pants;Adidas Pants;Adidas;XXL;Red;3;108.14;324.42;Cash;Yes;Rodney Horne
Joseph Richardson;Lake Melissahaven;Midwest;IN;Golf Apparel Shop;TX09456;3/8/2024;Skort;Ashworth Skort;Ashworth;S;White;3;103.62;310.86;Cash;No;Eric Lopez
Michael Martin;Pearsonburgh;Northeast;CT;Dick's Sporting Goods;TX09457;24/5/2024;Visor;Adidas Visor;Adidas;S;Blue;3;90.55;271.65;Gift Card;Yes;Richard Perez
Kayla Maxwell;Lake Matthewland;Midwest;MN;Original Penguin;TX09458;25/8/2024;Visor;Bad Birdie Visor;Bad Birdie;XL;Beige;2;88.99;177.98;Gift Card;No;Nicholas Acosta
Duane Morse;Matthewton;West;AK;Worldwide Golf Shops;TX09459;16/8/2025;Dress;Puma Dress;Puma;L;Navy;2;111.7;223.4;Debit Card;No;Robert Ibarra
Shawn Crane;Nathanberg;West;MT;Golf Discount;TX09460;15/7/2024;Jacket;Under Armour Jacket;Under Armour;S;Red;2;55.24;110.48;Cash;Yes;Sheila Graves
Darrell Castro;North Davidland;Northeast;NJ;Peter Millar;TX09461;5/12/2024;Visor;Puma Visor;Puma;S;Red;3;77.15;231.45;Credit Card;Yes;Bobby Spencer
Donald Tran;Morrischester;West;NV;Peter Millar;TX09462;24/8/2024;Polo;Peter Millar Polo;Peter Millar;S;Green;2;34.65;69.3;PayPal;Yes;Mary Waller
Ariana Collins;Port Stephanie;South;FL;Carl's Golfland;TX09463;8/1/2025;Polo;Original Penguin Polo;Original Penguin;L;Navy;1;89.23;89.23;Credit Card;No;Scott Williams
Andrew Miller;Port Anthony;West;WA;Carl's Golfland;TX09464;26/5/2025;Dress;Peter Millar Dress;Peter Millar;XXL;Gray;3;58.2;174.6;Debit Card;No;Andrea Hernandez
Gary Newton;West Dennis;Midwest;NE;Golf Galaxy;TX09465;19/5/2024;Skort;Peter Millar Skort;Peter Millar;S;Black;3;41.28;123.84;PayPal;No;Philip Burke
Scott White;Leemouth;West;NV;Bad Birdie;TX09466;27/5/2025;Shorts;Original Penguin Shorts;Original Penguin;XL;Blue;2;122.48;244.96;Credit Card;Yes;Sydney Guerra
Karen Johnson;West Jefffurt;Midwest;KS;Golf Discount;TX09467;2/1/2024;Pants;Nike Pants;Nike;XS;White;1;88.73;88.73;Debit Card;Yes;Kathryn Hunter
